cluster_id	length	description	n_members	member_uniprot_accs
UniRef50_A0ABW5YGU7	428	Transglycosylase SLT domain-containing protein n=3 Tax=Mucilaginibacter TaxID=423349 RepID=A0ABW5YGU7_9SPHI	2	A0ABW2YW35,A0ABW5YGU7
UniRef50_A0ABW5YQF5	565	Biosynthetic peptidoglycan transglycosylase n=1 Tax=Sphingobacterium anhuiense TaxID=493780 RepID=A0ABW5YQF5_9SPHI	1	A0ABW5YQF5
UniRef50_A0ABW5Z0X7	175	Glucosaminidase domain-containing protein n=14 Tax=Sphingobacterium TaxID=28453 RepID=A0ABW5Z0X7_9SPHI	2	A0ABV0BSW6,A0ABW5Z0X7
UniRef50_A0ABW5ZDM3	409	Uncharacterized protein n=1 Tax=Flavobacterium ardleyense TaxID=2038737 RepID=A0ABW5ZDM3_9FLAO	1	A0ABW5ZDM3
UniRef50_A0ABW5ZZP9	1545	Family 10 glycosylhydrolase n=2 Tax=Chitinophagaceae TaxID=563835 RepID=A0ABW5ZZP9_9BACT	1	A0ABW5ZZP9
UniRef50_A0ABW6A6Q6	363	Lytic transglycosylase domain-containing protein n=5 Tax=Chitinophagaceae TaxID=563835 RepID=A0ABW6A6Q6_9BACT	1	A0ABW6A6Q6
UniRef50_A0ABW6B005	163	Lysozyme n=1 Tax=Olivibacter jilunii TaxID=985016 RepID=A0ABW6B005_9SPHI	1	A0ABW6B005
UniRef50_A0ABW6BYI9	289	Transglycosylase SLT domain-containing protein n=4 Tax=Pontibacter TaxID=323449 RepID=A0ABW6BYI9_9BACT	1	A0ABW6BYI9
UniRef50_A0ABW6BZF3	193	Glycoside hydrolase family 108 protein n=3 Tax=Pontibacter TaxID=323449 RepID=A0ABW6BZF3_9BACT	1	A0ABW6BZF3
UniRef50_A0ABW6CJJ5	188	Uncharacterized protein n=2 Tax=Rahnella TaxID=34037 RepID=A0ABW6CJJ5_RAHSY	1	A0ABW6CJJ5
UniRef50_A0ABW6CK00	277	Lysozyme n=1 Tax=Phenylobacterium ferrooxidans TaxID=2982689 RepID=A0ABW6CK00_9CAUL	1	A0ABW6CK00
UniRef50_A0ABW6DUF3	654	Peptidoglycan DD-metalloendopeptidase family protein n=3 Tax=Streptomyces TaxID=1883 RepID=A0ABW6DUF3_9ACTN	1	A0ABW6DUF3
UniRef50_A0ABW6ETE2	331	Peptidoglycan DD-metalloendopeptidase family protein n=10 Tax=Streptomyces TaxID=1883 RepID=A0ABW6ETE2_9ACTN	2	A0ABS3X3D5,A0ABW6ETE2
UniRef50_A0ABW6FTB4	216	Transglycosylase family protein n=75 Tax=Streptomyces TaxID=1883 RepID=A0ABW6FTB4_9ACTN	17	A0A0W7WS98,A0A5P2XJ53,A0ABW6FTB4,A0ABP6ACR9,A0ABR7SIJ2,A0ABY4PZV7,A0A291Q4P9,A0ABV5N6S0,A0A516RKP2,A0A7W8AX41,A0ABY4TG21,A0A1D3E164,A0A5J6GLQ1,A0A6G4XG82,A0A6L6X6Q1,A0ABQ3DF45,A0ABU6CRD2
UniRef50_A0ABW6G5Q8	1346	Phage tail tape measure protein n=3 Tax=Prauserella salsuginis group TaxID=2893672 RepID=A0ABW6G5Q8_9PSEU	1	A0ABW6G5Q8
UniRef50_A0ABW6GCA1	70	Uncharacterized protein (Fragment) n=2 Tax=Bacillati TaxID=1783272 RepID=A0ABW6GCA1_9PSEU	1	A0ABW6GCA1
UniRef50_A0ABW6GRH0	1547	Transglycosylase SLT domain-containing protein n=14 Tax=Streptomycetaceae TaxID=2062 RepID=A0ABW6GRH0_9ACTN	1	A0ABW6GRH0
UniRef50_A0ABW6ICR0	754	Glycoside hydrolase family 19 catalytic domain-containing protein n=5 Tax=Cyanophyceae TaxID=3028117 RepID=A0ABW6ICR0_9CYAN	1	A0ABW6ICR0
UniRef50_A0ABW6KJZ7	483	Lysozyme family protein n=2 Tax=Cytobacillus TaxID=2675230 RepID=A0ABW6KJZ7_9BACI	1	A0ABW6KJZ7
UniRef50_A0ABW6L0X9	51	Transglycosylase SLT domain-containing protein (Fragment) n=1 Tax=Streptomyces kebangsaanensis TaxID=864058 RepID=A0ABW6L0X9_9ACTN	1	A0ABW6L0X9
UniRef50_A0ABW6LG25	508	Helix-turn-helix domain-containing protein n=9 Tax=Streptomyces TaxID=1883 RepID=A0ABW6LG25_9ACTN	1	A0ABW6LG25
UniRef50_A0ABW6MY81	1493	Golvesin/Xly CBD-like domain-containing protein n=402 Tax=Actinomycetes TaxID=1760 RepID=A0ABW6MY81_9ACTN	15	A0A6G4XE97,A0AB39SK65,A0ABT6HSS5,A0ABY9JAU0,A0ABZ1MPM0,A0A3R7HJ25,A0A5D4JJ77,A0ABY4MEZ3,A0ABZ0KBJ1,A0A561V6W4,A0A7Y9HFD6,A0A918P2I6,A0ABV9GI44,A0ABY6R8E1,A0ABW6MY81
UniRef50_A0ABW6P5V7	1968	Phage tail tape measure protein n=1 Tax=Nocardia aobensis TaxID=257277 RepID=A0ABW6P5V7_9NOCA	1	A0ABW6P5V7
UniRef50_A0ABW6P9R2	233	Lytic transglycosylase domain-containing protein n=12 Tax=Nocardia TaxID=1817 RepID=A0ABW6P9R2_9NOCA	2	A0ABW6P9R2,A0ABS0CJA2
UniRef50_A0ABW6PLI7	357	Lytic murein transglycosylase n=25 Tax=Nocardia TaxID=1817 RepID=A0ABW6PLI7_9NOCA	3	A0ABW6PLI7,A0ABV3G426,A0ABZ1N0Y4
UniRef50_A0ABW6QC21	71	Chitosanase n=1 Tax=Streptomyces marokkonensis TaxID=324855 RepID=A0ABW6QC21_9ACTN	1	A0ABW6QC21
UniRef50_A0ABW6RVV3	87	Transglycosylase family protein n=7 Tax=Nocardia TaxID=1817 RepID=A0ABW6RVV3_9NOCA	2	A0ABS6B784,A0ABW6RVV3
UniRef50_A0ABW6RZN7	179	Transglycosylase SLT domain-containing protein n=3 Tax=Nocardia TaxID=1817 RepID=A0ABW6RZN7_9NOCA	1	A0ABW6RZN7
UniRef50_A0ABW6SBL6	350	Lytic murein transglycosylase n=9 Tax=Nocardiaceae TaxID=85025 RepID=A0ABW6SBL6_9NOCA	3	A0A7K1V270,A0ABT1QC29,A0ABW6SBL6
UniRef50_A0ABW6SWV1	262	Lytic transglycosylase domain-containing protein n=9 Tax=Microtetraspora TaxID=1995 RepID=A0ABW6SWV1_9ACTN	2	A0ABW6V6U8,A0ABW6SWV1
UniRef50_A0ABW6TPX0	1806	Transglycosylase SLT domain-containing protein n=1 Tax=Nocardia elegans TaxID=300029 RepID=A0ABW6TPX0_9NOCA	1	A0ABW6TPX0
UniRef50_A0ABW6V564	389	WXG100 family type VII secretion target n=41 Tax=Streptosporangiaceae TaxID=2004 RepID=A0ABW6V564_MICFU	6	A0ABR9MBC9,A0ABV8EUZ9,A0ABW6V564,A0A7W9G519,A0ABW7A7T5,A0ABW6SH73
UniRef50_A0ABW6V820	290	NlpC/P60 family protein n=7 Tax=Streptosporangiaceae TaxID=2004 RepID=A0ABW6V820_MICFU	1	A0ABW6V820
UniRef50_A0ABW6WIG2	262	Transglycosylase SLT domain-containing protein n=1 Tax=Paractinoplanes globisporus TaxID=113565 RepID=A0ABW6WIG2_9ACTN	1	A0ABW6WIG2
UniRef50_A0ABW6YNI6	150	Lytic transglycosylase domain-containing protein n=2 Tax=Streptomyces TaxID=1883 RepID=A0ABW6YNI6_9ACTN	2	A0ABU0SSZ8,A0ABW6YNI6
UniRef50_A0ABW6ZAA1	291	Lysozyme n=5 Tax=Xanthobacter TaxID=279 RepID=A0ABW6ZAA1_9HYPH	1	A0ABW6ZAA1
UniRef50_A0ABW6ZUF2	394	Glycosyl hydrolase 108 family protein n=2 Tax=Xanthobacter TaxID=279 RepID=A0ABW6ZUF2_9HYPH	1	A0ABW6ZUF2
UniRef50_A0ABW6ZVL4	292	Glycoside hydrolase family 108 protein n=78 Tax=Xanthobacteraceae TaxID=335928 RepID=A0ABW6ZVL4_9HYPH	13	A0A9W6CLU1,A0A9W6FMA0,A0ABT0DP05,A0A3L7AHQ7,A0A6C1KR93,A0ABW6ZVL4,A0A6P1YNS1,A7IK62,A0A3L6ZW76,A0A3L7AJB5,A0A9X2PA51,A0ABW6ZGG5,A0A917F8G8
UniRef50_A0ABW7A2M2	231	Lytic transglycosylase domain-containing protein n=4 Tax=Hyphomicrobiales TaxID=356 RepID=A0ABW7A2M2_9HYPH	2	A0ABQ6B945,A0ABW7A2M2
UniRef50_A0ABW7C9M0	262	Glycoside hydrolase family protein n=6 Tax=Cyanophyceae TaxID=3028117 RepID=A0ABW7C9M0_9CYAN	1	A0ABW7C9M0
UniRef50_A0ABW7CCN2	739	Transglycosylase SLT domain-containing protein n=5 Tax=Limnothrix TaxID=132605 RepID=A0ABW7CCN2_9CYAN	1	A0ABW7CCN2
UniRef50_A0ABW7CHV6	363	Glycoside hydrolase family 19 protein n=1 Tax=Erwinia plantamica TaxID=3237104 RepID=A0ABW7CHV6_9GAMM	1	A0ABW7CHV6
UniRef50_A0ABW7CU03	357	M23 family peptidase (Fragment) n=5 Tax=Gammaproteobacteria TaxID=1236 RepID=A0ABW7CU03_9GAMM	1	A0ABW7CU03
UniRef50_A0ABW7CWF0	727	Peptidoglycan-binding protein n=3 Tax=Stenotrophomonas TaxID=40323 RepID=A0ABW7CWF0_9GAMM	1	A0ABW7CWF0
UniRef50_A0ABW7CXQ7	324	Transglycosylase SLT domain-containing protein n=12 Tax=Stenotrophomonas TaxID=40323 RepID=A0ABW7CXQ7_9GAMM	1	A0ABW7CXQ7
UniRef50_A0ABW7D1Q7	150	Lysozyme n=2 Tax=Stenotrophomonas TaxID=40323 RepID=A0ABW7D1Q7_9GAMM	1	A0ABW7D1Q7
UniRef50_A0ABW7DKH8	1459	Transglycosylase SLT domain-containing protein n=12 Tax=Megasphaera TaxID=906 RepID=A0ABW7DKH8_9FIRM	1	A0ABW7DKH8
UniRef50_A0ABW7DRG7	1426	Tape measure protein n=12 Tax=Megasphaera TaxID=906 RepID=A0ABW7DRG7_9FIRM	1	A0ABW7DRG7
UniRef50_A0ABW7DRM9	832	Transglycosylase family protein n=2 Tax=Megasphaera TaxID=906 RepID=A0ABW7DRM9_9FIRM	1	A0ABW7DRM9
UniRef50_A0ABW7EGD6	194	Transglycosylase domain-containing protein n=1 Tax=Pelomonas dachongensis TaxID=3299029 RepID=A0ABW7EGD6_9BURK	1	A0ABW7EGD6
UniRef50_A0ABW7FCM1	485	Transglycosylase SLT domain-containing protein n=1 Tax=Pelomonas parva TaxID=3299032 RepID=A0ABW7FCM1_9BURK	1	A0ABW7FCM1
UniRef50_A0ABW7G3J2	167	Lytic transglycosylase domain-containing protein n=3 Tax=Burkholderiales TaxID=80840 RepID=A0ABW7G3J2_9BURK	1	A0ABW7G3J2
UniRef50_A0ABW7GPT2	477	Transglycosylase SLT domain-containing protein n=1 Tax=Pelomonas lactea TaxID=3299030 RepID=A0ABW7GPT2_9BURK	1	A0ABW7GPT2
UniRef50_A0ABW7H504	672	Muramidase (Phage lambda lysozyme) n=1 Tax=Pelomonas baiyunensis TaxID=3299026 RepID=A0ABW7H504_9BURK	1	A0ABW7H504
UniRef50_A0ABW7HIK3	186	Pesticin C-terminus-like muramidase n=1 Tax=Pelomonas candidula TaxID=3299025 RepID=A0ABW7HIK3_9BURK	1	A0ABW7HIK3
UniRef50_A0ABW7KF38	534	Peptidoglycan DD-metalloendopeptidase family protein n=2 Tax=Nocardiaceae TaxID=85025 RepID=A0ABW7KF38_9NOCA	1	A0ABW7KF38
UniRef50_A0ABW7LJQ0	249	Peptidoglycan-binding protein n=1 Tax=Paracoccus broussonetiae subsp. drimophilus TaxID=3373869 RepID=A0ABW7LJQ0_9RHOB	1	A0ABW7LJQ0
UniRef50_A0ABW7NAK2	772	peptidoglycan glycosyltransferase n=6 Tax=Reichenbachiellaceae TaxID=2762302 RepID=A0ABW7NAK2_9BACT	1	A0ABW7NAK2
UniRef50_A0ABW7NVM2	85	Uncharacterized protein (Fragment) n=2 Tax=Gammaproteobacteria TaxID=1236 RepID=A0ABW7NVM2_9PSED	1	A0ABW7NVM2
UniRef50_A0ABW7PQ30	163	Transglycosylase family protein (Fragment) n=34 Tax=Streptomyces TaxID=1883 RepID=A0ABW7PQ30_9ACTN	2	A0ABZ1TJZ4,A0ABW7PQ30
UniRef50_A0ABW7R1Z4	303	Transglycosylase family protein n=21 Tax=Streptomyces TaxID=1883 RepID=A0ABW7R1Z4_9ACTN	1	A0ABW7R1Z4
UniRef50_A0ABW7S7C5	1237	Phage tail tape measure protein n=7 Tax=Streptomyces TaxID=1883 RepID=A0ABW7S7C5_STRTE	2	A0ABW7S7C5,A0ABW4II51
UniRef50_A0ABW7SJB1	580	Transglycosylase SLT domain-containing protein n=5 Tax=Micromonospora TaxID=1873 RepID=A0ABW7SJB1_9ACTN	1	A0ABW7SJB1
UniRef50_A0ABW7TSA2	275	Lytic transglycosylase domain-containing protein n=5 Tax=Nocardia TaxID=1817 RepID=A0ABW7TSA2_9NOCA	1	A0ABW7TSA2
UniRef50_A0ABW7UNR8	336	Transglycosylase family protein n=2 Tax=Streptomyces TaxID=1883 RepID=A0ABW7UNR8_9ACTN	1	A0ABW7UNR8
UniRef50_A0ABW7UW43	336	NlpC/P60 family protein n=1 Tax=Streptomyces pathocidini TaxID=1650571 RepID=A0ABW7UW43_9ACTN	1	A0ABW7UW43
UniRef50_A0ABW7WDU2	286	Uncharacterized protein n=12 Tax=Nocardia TaxID=1817 RepID=A0ABW7WDU2_9NOCA	1	A0ABW7WDU2
UniRef50_A0ABW7WEJ0	272	Uncharacterized protein n=6 Tax=Nocardia TaxID=1817 RepID=A0ABW7WEJ0_9NOCA	1	A0ABW7WEJ0
UniRef50_A0ABW7YV01	126	Transglycosylase SLT domain-containing protein n=1 Tax=Nonomuraea typhae TaxID=2603600 RepID=A0ABW7YV01_9ACTN	1	A0ABW7YV01
UniRef50_A0ABW8AGM2	412	Transglycosylase SLT domain-containing protein n=1 Tax=Spongisporangium articulatum TaxID=3362603 RepID=A0ABW8AGM2_9ACTN	1	A0ABW8AGM2
UniRef50_A0ABW8AI03	782	Transglycosylase domain-containing protein n=1 Tax=Spongisporangium articulatum TaxID=3362603 RepID=A0ABW8AI03_9ACTN	1	A0ABW8AI03
UniRef50_A0ABW8AQD8	470	Lytic transglycosylase domain-containing protein n=1 Tax=Spongisporangium articulatum TaxID=3362603 RepID=A0ABW8AQD8_9ACTN	1	A0ABW8AQD8
UniRef50_A0ABW8ASH8	368	Lytic murein transglycosylase n=1 Tax=Spongisporangium articulatum TaxID=3362603 RepID=A0ABW8ASH8_9ACTN	1	A0ABW8ASH8
UniRef50_A0ABW8BJ93	580	Transglycosylase domain-containing protein (Fragment) n=6 Tax=Streptomyces TaxID=1883 RepID=A0ABW8BJ93_9ACTN	1	A0ABW8BJ93
UniRef50_A0ABW8C5L8	203	Transglycosylase family protein n=12 Tax=Streptomycetaceae TaxID=2062 RepID=A0ABW8C5L8_9ACTN	3	A0ABS2TRW9,A0ABW8C5L8,A0A1M7P5M7
UniRef50_A0ABW8C5L9	178	Transglycosylase family protein n=8 Tax=Streptomyces TaxID=1883 RepID=A0ABW8C5L9_9ACTN	1	A0ABW8C5L9
UniRef50_A0ABW8C909	248	Transglycosylase SLT domain-containing protein n=7 Tax=Streptomycetaceae TaxID=2062 RepID=A0ABW8C909_9ACTN	3	A0ABT6W3H8,A0AA90H822,A0ABW8C909
UniRef50_A0ABW8D221	1691	Peptidoglycan DD-metalloendopeptidase family protein n=42 Tax=Streptomyces TaxID=1883 RepID=A0ABW8D221_STRBI	3	A0ABW6IP17,A0AB39TAR0,A0ABW8D221
UniRef50_A0ABW8EZ30	249	Lytic transglycosylase domain-containing protein n=4 Tax=Herbaspirillum TaxID=963 RepID=A0ABW8EZ30_9BURK	1	A0ABW8EZ30
UniRef50_A0ABW8HAY1	588	non-specific serine/threonine protein kinase n=39 Tax=Streptomyces TaxID=1883 RepID=A0ABW8HAY1_9ACTN	3	A0A5R9FME1,A0A7H1BJ03,A0ABW8HAY1
UniRef50_A0ABW8IK08	344	Peptidoglycan-binding protein n=1 Tax=Dyella humi TaxID=1770547 RepID=A0ABW8IK08_9GAMM	1	A0ABW8IK08
UniRef50_A0ABW8IZF0	475	Peptidoglycan-binding protein n=2 Tax=Dyella lipolytica TaxID=1867835 RepID=A0ABW8IZF0_9GAMM	2	A0ABW8IZF0,A0ABW8IUR1
UniRef50_A0ABW8J553	434	Peptidoglycan-binding protein n=4 Tax=Rhodanobacter TaxID=75309 RepID=A0ABW8J553_9GAMM	1	A0ABW8J553
UniRef50_A0ABW8JKM9	295	Lytic transglycosylase domain-containing protein n=3 Tax=Dyella TaxID=231454 RepID=A0ABW8JKM9_9GAMM	2	A0ABW8ISC8,A0ABW8JKM9
UniRef50_A0ABW8JV49	209	Glycoside hydrolase family 108 protein n=10 Tax=Rhodanobacteraceae TaxID=1775411 RepID=A0ABW8JV49_9GAMM	1	A0ABW8JV49
UniRef50_A0ABW8K9K3	257	Glucosaminidase domain-containing protein n=3 Tax=Dyella TaxID=231454 RepID=A0ABW8K9K3_9GAMM	1	A0ABW8K9K3
UniRef50_A0ABW8L9X4	1037	Transglycosylase SLT domain-containing protein n=7 Tax=Psychrobacter TaxID=497 RepID=A0ABW8L9X4_9GAMM	1	A0ABW8L9X4
UniRef50_A0ABW8MDY2	241	Transglycosylase SLT domain-containing protein n=3 Tax=Burkholderiaceae TaxID=119060 RepID=A0ABW8MDY2_9BURK	1	A0ABW8MDY2
UniRef50_A0ABW8MYR9	228	Type IV secretion system protein VirB1 n=7 Tax=Burkholderiaceae TaxID=119060 RepID=A0ABW8MYR9_9BURK	1	A0ABW8MYR9
UniRef50_A0ABW8PJT5	519	Lysozyme (Fragment) n=8 Tax=Flavobacterium TaxID=237 RepID=A0ABW8PJT5_9FLAO	1	A0ABW8PJT5
UniRef50_A0ABW8PK27	169	Single-stranded DNA-binding protein (Fragment) n=5 Tax=Flavobacteriales TaxID=200644 RepID=A0ABW8PK27_9FLAO	1	A0ABT2WBE4
UniRef50_A0ABW8PS43	631	Glycoside hydrolase family 104 protein n=3 Tax=Flavobacterium TaxID=237 RepID=A0ABW8PS43_9FLAO	2	A0A2N9PDH9,A0ABW8PS43
UniRef50_A0ABW8PS90	393	Peptidoglycan DD-metalloendopeptidase family protein n=5 Tax=Flavobacteriales TaxID=200644 RepID=A0ABW8PS90_9FLAO	3	A0A2N9PDG3,A0A437U8W9,A0ABW8PS90
UniRef50_A0ABW8PXK1	658	Transglycosylase SLT domain-containing protein n=2 Tax=Marinospirillum TaxID=64968 RepID=A0ABW8PXK1_9GAMM	1	A0ABW8PXK1
UniRef50_A0ABW8Q4Y8	281	Glycoside hydrolase family 19 protein n=8 Tax=Neisseria TaxID=482 RepID=A0ABW8Q4Y8_9NEIS	1	A0ABW8Q4Y8
UniRef50_A0ABW8Q551	225	Lytic transglycosylase domain-containing protein n=2 Tax=Neisseria TaxID=482 RepID=A0ABW8Q551_9NEIS	1	A0ABW8Q551
UniRef50_A0ABW8Q7U2	1102	Phage tail length tape measure family protein n=7 Tax=Neisseriaceae TaxID=481 RepID=A0ABW8Q7U2_9NEIS	1	A0ABW8Q7U2
UniRef50_A0ABW8SPV9	1267	Phage tail tape measure protein n=1 Tax=Candidatus Clostridium eludens TaxID=3381663 RepID=A0ABW8SPV9_9CLOT	1	A0ABW8SPV9
UniRef50_A0ABW8SXW0	666	Lysozyme n=1 Tax=Candidatus Clostridium eludens TaxID=3381663 RepID=A0ABW8SXW0_9CLOT	1	A0ABW8SXW0
UniRef50_A0ABW8SYZ1	439	Transglycosylase SLT domain-containing protein n=2 Tax=Aquirufa novilacunae TaxID=3139305 RepID=A0ABW8SYZ1_9BACT	2	A0ABW8SYZ1,A0ABW8U3C4
UniRef50_A0ABW8TR34	809	Penicillin-binding protein 1A n=1 Tax=Candidatus Clostridium radicumherbarum TaxID=3381662 RepID=A0ABW8TR34_9CLOT	1	A0ABW8TR34
UniRef50_A0ABW8U175	302	Transglycosylase SLT domain-containing protein n=11 Tax=Aquirufa TaxID=2676247 RepID=A0ABW8U175_9BACT	5	A0ABW8SXR2,A0ABW8U175,A0A4Q9B8I2,A0ABW6D8U6,A0ABW6DFQ5
UniRef50_A0ABW8UAD6	882	Lytic transglycosylase domain-containing protein n=1 Tax=Moraxella oculi TaxID=2940516 RepID=A0ABW8UAD6_9GAMM	1	A0ABW8UAD6
UniRef50_A0ABW8VLT9	489	S-layer homology domain-containing protein n=6 Tax=Bacillaceae TaxID=186817 RepID=A0ABW8VLT9_9BACI	1	A0ABW8VLT9
UniRef50_A0ABW8Z212	741	Hydroxyethylthiazole kinase n=3 Tax=Burkholderiales TaxID=80840 RepID=A0ABW8Z212_9BURK	1	A0ABW8Z212
UniRef50_A0ABW8Z249	378	Uncharacterized protein n=1 Tax=Herbaspirillum rhizosphaerae TaxID=346179 RepID=A0ABW8Z249_9BURK	1	A0ABW8Z249
UniRef50_A0ABW8Z5Q5	184	Lysozyme n=14 Tax=Burkholderiales TaxID=80840 RepID=A0ABW8Z5Q5_9BURK	1	A0ABW8Z5Q5
UniRef50_A0ABW8ZFP0	311	Chitinase n=7 Tax=Oxalobacteraceae TaxID=75682 RepID=A0ABW8ZFP0_9BURK	3	A0A127P838,A0ABN4MCG5,A0ABW8ZFP0
UniRef50_A0ABW8ZLW8	364	Chitinase n=1 Tax=Paraburkholderia agricolaris TaxID=2152888 RepID=A0ABW8ZLW8_9BURK	1	A0ABW8ZLW8
UniRef50_A0ABW8ZZG4	439	Chitinase n=8 Tax=Paraburkholderia TaxID=1822464 RepID=A0ABW8ZZG4_9BURK	1	A0ABW8ZZG4
UniRef50_A0ABW9AJ66	617	Peptidase M23 domain-containing protein n=1 Tax=Herbaspirillum lusitanum TaxID=213312 RepID=A0ABW9AJ66_9BURK	1	A0ABW9AJ66
UniRef50_A0ABW9AQC5	239	Glucosaminidase domain-containing protein n=1 Tax=Paraburkholderia dipogonis TaxID=1211383 RepID=A0ABW9AQC5_9BURK	1	A0ABW9AQC5
UniRef50_A0ABW9AY95	186	Uncharacterized protein n=2 Tax=Paraburkholderia TaxID=1822464 RepID=A0ABW9AY95_9BURK	1	A0ABW9AY95
UniRef50_A0ABW9CUN9	412	peptidoglycan glycosyltransferase (Fragment) n=4 Tax=Burkholderiales TaxID=80840 RepID=A0ABW9CUN9_9BURK	1	A0ABW9CUN9
UniRef50_A0ABW9D627	898	Chitinase n=6 Tax=Burkholderiaceae TaxID=119060 RepID=A0ABW9D627_9BURK	4	A0A7Y9WI10,A0A7Y9WFN0,A0A329D445,A0ABW9D627
UniRef50_A0ABW9DA94	155	Lysozyme n=5 Tax=Paraburkholderia TaxID=1822464 RepID=A0ABW9DA94_9BURK	2	A0ABW9DA94,A0ABW9ER63
UniRef50_A0ABW9DGZ4	270	Glycoside hydrolase family 19 catalytic domain-containing protein n=1 Tax=Paraburkholderia dilworthii TaxID=948106 RepID=A0ABW9DGZ4_9BURK	1	A0ABW9DGZ4
UniRef50_A0ABW9DK20	170	Glucosaminidase domain-containing protein n=2 Tax=Paraburkholderia TaxID=1822464 RepID=A0ABW9DK20_9BURK	1	A0ABW9DK20
UniRef50_A0ABW9DSL3	170	Lysozyme n=10 Tax=Burkholderiaceae TaxID=119060 RepID=A0ABW9DSL3_9BURK	1	A0ABW9DSL3
UniRef50_A0ABW9ECQ1	782	Peptidase M23 n=25 Tax=Burkholderiaceae TaxID=119060 RepID=A0ABW9ECQ1_9BURK	3	A0A9N8MMR3,A0ABW9ECQ1,B2JME6
UniRef50_A0ABW9EXG9	60	Lytic transglycosylase domain-containing protein n=1 Tax=Yersinia proxima TaxID=2890316 RepID=A0ABW9EXG9_9GAMM	1	A0ABW9EXG9
UniRef50_A0ABW9F5Z7	567	Lysozyme family protein n=2 Tax=Helcococcus bovis TaxID=3153252 RepID=A0ABW9F5Z7_9FIRM	1	A0ABW9F5Z7
UniRef50_A0ABW9G9Q6	530	LysM peptidoglycan-binding domain-containing protein n=1 Tax=Celerinatantimonas yamalensis TaxID=559956 RepID=A0ABW9G9Q6_9GAMM	1	A0ABW9G9Q6
UniRef50_A0ABW9G9T1	390	Membrane-bound lytic murein transglycosylase MltC n=3 Tax=Gammaproteobacteria TaxID=1236 RepID=A0ABW9G9T1_9GAMM	1	A0ABW9G9T1
UniRef50_A0ABW9I3Y4	229	Glycoside hydrolase family 19 protein n=1 Tax=Streptomyces niveiscabiei TaxID=164115 RepID=A0ABW9I3Y4_9ACTN	1	A0ABW9I3Y4
UniRef50_A0ABW9K0H1	395	Glycoside hydrolase family 19 protein n=3 Tax=Chryseobacterium TaxID=59732 RepID=A0ABW9K0H1_9FLAO	1	A0ABW9K0H1
UniRef50_A0ABW9LPQ4	212	Uncharacterized protein n=1 Tax=Mycolicibacterium nivoides TaxID=2487344 RepID=A0ABW9LPQ4_9MYCO	1	A0ABW9LPQ4
UniRef50_A0ABW9LW13	176	DUF2059 domain-containing protein n=11 Tax=Mycobacteriaceae TaxID=1762 RepID=A0ABW9LW13_9MYCO	2	A0ABW9LFX8,A0ABW9LW13
UniRef50_A0ABW9QP77	241	Transglycosylase SLT domain-containing protein (Fragment) n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QP77_9ACTN	1	A0ABW9QP77
UniRef50_A0ABW9QRL8	754	Penicillin-binding protein n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QRL8_9ACTN	1	A0ABW9QRL8
UniRef50_A0ABW9QSP3	341	Hydrolase Nlp/P60 n=2 Tax=Acidiferrimicrobium TaxID=2752474 RepID=A0ABW9QSP3_9ACTN	1	A0ABW9QSP3
UniRef50_A0ABW9QUD8	70	Resuscitation-promoting factor core lysozyme-like domain-containing protein n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QUD8_9ACTN	1	A0ABW9QUD8
UniRef50_A0ABW9QVW9	268	Bulb-type lectin domain-containing protein n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QVW9_9ACTN	1	A0ABW9QVW9
UniRef50_A0ABW9QWK9	200	peptidoglycan glycosyltransferase n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QWK9_9ACTN	1	A0ABW9QWK9
UniRef50_A0ABW9QXA5	93	Transglycosylase SLT domain-containing protein (Fragment) n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QXA5_9ACTN	1	A0ABW9QXA5
UniRef50_A0ABW9QY57	233	Transglycosylase SLT domain-containing protein (Fragment) n=1 Tax=Acidiferrimicrobium australe TaxID=2664430 RepID=A0ABW9QY57_9ACTN	1	A0ABW9QY57
UniRef50_A0ABW9RJ03	974	Transglycosylase SLT domain-containing protein (Fragment) n=4 Tax=Cytophagales TaxID=768507 RepID=A0ABW9RJ03_9BACT	2	A0A937KD51,A0ABW9RJ03
UniRef50_A0ABW9RNM2	683	Lysozyme g (Fragment) n=3 Tax=Fulvivirga kasyanovii TaxID=396812 RepID=A0ABW9RNM2_9BACT	1	A0ABW9RNM2
UniRef50_A0ABW9UWU1	195	Lysozyme n=3 Tax=Erythrobacteraceae TaxID=335929 RepID=A0ABW9UWU1_9SPHN	1	A0ABW9UWU1
UniRef50_A0ABW9VPP7	163	Glycoside hydrolase family protein n=3 Tax=Betaproteobacteria TaxID=28216 RepID=A0ABW9VPP7_9BURK	1	A0ABW9VPP7
UniRef50_A0ABW9W841	198	Transglycosylase SLT domain-containing protein n=2 Tax=Burkholderiales TaxID=80840 RepID=A0ABW9W841_9BURK	1	A0ABW9W841
